date,day_of_week,is_weekend,is_holiday,staff_on_duty,top_product,avg_margin,seasonality,daily_sales,daily_profit,is_easter_week,is_christmas_week
2023-05-01,1,0,1,12,fiber packages,0.26,baseline,24933.85,6482.8,0,0
2023-05-02,2,0,0,5,fiber packages,0.27,baseline,24034.36,6489.28,0,0
2023-05-03,3,0,0,6,accessories,0.29,baseline,25569.57,7415.18,0,0
2023-05-04,4,0,0,7,smartphones,0.19,baseline,26025.36,4944.82,0,0
2023-05-05,5,0,0,9,IoT devices,0.23,baseline,25479.33,5860.25,0,0
2023-05-06,6,1,0,15,IoT devices,0.22,baseline,30110.92,6624.4,0,0
2023-05-07,0,1,0,10,smartphones,0.19,baseline,30696.03,5832.25,0,0
2023-05-08,1,0,0,4,fiber packages,0.28,baseline,22790.38,6381.31,0,0
2023-05-09,2,0,0,4,smartphones,0.2,baseline,22522.7,4504.54,0,0
2023-05-10,3,0,0,6,smartphones,0.16,baseline,26732.2,4277.15,0,0
2023-05-11,4,0,0,7,smartphones,0.18,baseline,26144.4,4705.99,0,0
2023-05-12,5,0,0,7,accessories,0.25,baseline,25768.17,6442.04,0,0
2023-05-13,6,1,0,12,accessories,0.28,baseline,31694.02,8874.33,0,0
2023-05-14,0,1,0,14,fiber packages,0.25,baseline,32051.23,8012.81,0,0
2023-05-15,1,0,0,6,IoT devices,0.21,baseline,22865.13,4801.68,0,0
2023-05-16,2,0,0,5,accessories,0.26,baseline,24005.87,6241.53,0,0
2023-05-17,3,0,0,6,fiber packages,0.27,baseline,25025.2,6756.8,0,0
2023-05-18,4,0,0,6,IoT devices,0.22,baseline,25613.96,5635.07,0,0
2023-05-19,5,0,0,6,IoT devices,0.22,baseline,26663.89,5866.06,0,0
2023-05-20,6,1,0,15,IoT devices,0.22,baseline,30325.96,6671.71,0,0
2023-05-21,0,1,0,15,fiber packages,0.27,baseline,30157.29,8142.47,0,0
2023-05-22,1,0,0,6,accessories,0.3,baseline,24015.26,7204.58,0,0
2023-05-23,2,0,0,4,accessories,0.29,baseline,22614.01,6558.06,0,0
2023-05-24,3,0,0,6,accessories,0.28,baseline,26229.77,7344.34,0,0
2023-05-25,4,0,0,8,accessories,0.25,baseline,26714.01,6678.5,0,0
2023-05-26,5,0,0,6,fiber packages,0.28,baseline,26655.39,7463.51,0,0
2023-05-27,6,1,0,10,accessories,0.26,baseline,31886.43,8290.47,0,0
2023-05-28,0,1,0,13,fiber packages,0.25,baseline,30696.05,7674.01,0,0
2023-05-29,1,0,0,6,smartphones,0.19,baseline,22974.38,4365.13,0,0
2023-05-30,2,0,0,4,IoT devices,0.22,baseline,23318.79,5130.13,0,0
2023-05-31,3,0,0,9,IoT devices,0.2,baseline,26289.5,5257.9,0,0
2023-06-01,4,0,0,8,smartphones,0.16,baseline,26022.92,4163.67,0,0
2023-06-02,5,0,0,8,accessories,0.29,baseline,25467.84,7385.67,0,0
2023-06-03,6,1,0,12,fiber packages,0.26,baseline,29674.26,7715.31,0,0
2023-06-04,0,1,0,15,fiber packages,0.28,baseline,32083.42,8983.36,0,0
2023-06-05,1,0,0,4,accessories,0.28,baseline,23818.63,6669.22,0,0
2023-06-06,2,0,0,5,fiber packages,0.28,baseline,23428.94,6560.1,0,0
2023-06-07,3,0,0,6,smartphones,0.2,baseline,26339.55,5267.91,0,0
2023-06-08,4,0,1,11,accessories,0.27,baseline,26074.68,7040.16,0,0
2023-06-09,5,0,0,8,fiber packages,0.29,baseline,25078.16,7272.67,0,0
2023-06-10,6,1,1,11,fiber packages,0.28,baseline,29446.36,8244.98,0,0
2023-06-11,0,1,0,13,accessories,0.28,baseline,30608.74,8570.45,0,0
2023-06-12,1,0,0,4,smartphones,0.17,baseline,23003.41,3910.58,0,0
2023-06-13,2,0,0,5,accessories,0.27,baseline,21984.21,5935.74,0,0
2023-06-14,3,0,0,6,fiber packages,0.29,baseline,25004.76,7251.38,0,0
2023-06-15,4,0,0,7,smartphones,0.16,baseline,26583.26,4253.32,0,0
2023-06-16,5,0,0,7,smartphones,0.19,baseline,25164.43,4781.24,0,0
2023-06-17,6,1,0,10,smartphones,0.17,baseline,29729.64,5054.04,0,0
2023-06-18,0,1,0,13,accessories,0.29,baseline,31917.59,9256.1,0,0
2023-06-19,1,0,0,6,IoT devices,0.24,baseline,22871.6,5489.18,0,0
2023-06-20,2,0,0,4,IoT devices,0.21,baseline,23733.99,4984.14,0,0
2023-06-21,3,0,0,9,IoT devices,0.25,baseline,25033.11,6258.28,0,0
2023-06-22,4,0,0,8,accessories,0.26,baseline,26753.9,6956.01,0,0
2023-06-23,5,0,0,9,smartphones,0.17,baseline,24969.87,4244.88,0,0
2023-06-24,6,1,1,13,accessories,0.25,baseline,32133.26,8033.31,0,0
2023-06-25,0,1,0,13,smartphones,0.15,baseline,29906.07,4485.91,0,0
2023-06-26,1,0,0,5,smartphones,0.18,baseline,22247.03,4004.47,0,0
2023-06-27,2,0,0,6,fiber packages,0.28,baseline,23222.51,6502.3,0,0
2023-06-28,3,0,0,7,IoT devices,0.22,baseline,24545.49,5400.01,0,0
2023-06-29,4,0,0,8,smartphones,0.18,baseline,25130.52,4523.49,0,0
2023-06-30,5,0,0,9,smartphones,0.19,baseline,24795.61,4711.17,0,0
2023-07-01,6,1,0,14,accessories,0.26,summer_dip,27600.36,7176.09,0,0
2023-07-02,0,1,0,14,accessories,0.26,summer_dip,28990.86,7537.62,0,0
2023-07-03,1,0,0,5,fiber packages,0.27,summer_dip,21057.89,5685.63,0,0
2023-07-04,2,0,0,6,fiber packages,0.3,summer_dip,22166.99,6650.1,0,0
2023-07-05,3,0,0,8,fiber packages,0.27,summer_dip,24110.4,6509.81,0,0
2023-07-06,4,0,0,9,accessories,0.28,summer_dip,23166.78,6486.7,0,0
2023-07-07,5,0,0,7,IoT devices,0.21,summer_dip,24420.66,5128.34,0,0
2023-07-08,6,1,0,12,IoT devices,0.21,summer_dip,28389.72,5961.84,0,0
2023-07-09,0,1,0,13,fiber packages,0.26,summer_dip,28939.51,7524.27,0,0
2023-07-10,1,0,0,4,accessories,0.28,summer_dip,20556.4,5755.79,0,0
2023-07-11,2,0,0,5,IoT devices,0.2,summer_dip,22096.99,4419.4,0,0
2023-07-12,3,0,0,7,smartphones,0.18,summer_dip,22672.59,4081.07,0,0
2023-07-13,4,0,0,6,fiber packages,0.29,summer_dip,23292.05,6754.69,0,0
2023-07-14,5,0,0,9,IoT devices,0.24,summer_dip,22481.39,5395.53,0,0
2023-07-15,6,1,0,11,accessories,0.28,summer_dip,28667.73,8026.96,0,0
2023-07-16,0,1,0,15,accessories,0.28,summer_dip,30067.9,8419.01,0,0
2023-07-17,1,0,0,4,accessories,0.27,summer_dip,20882.76,5638.35,0,0
2023-07-18,2,0,0,5,smartphones,0.17,summer_dip,20648.87,3510.31,0,0
2023-07-19,3,0,0,7,accessories,0.25,summer_dip,23106.4,5776.6,0,0
2023-07-20,4,0,0,7,smartphones,0.16,summer_dip,22380.1,3580.82,0,0
2023-07-21,5,0,0,8,accessories,0.27,summer_dip,24949.48,6736.36,0,0
2023-07-22,6,1,0,11,fiber packages,0.29,summer_dip,27579.79,7998.14,0,0
2023-07-23,0,1,0,12,IoT devices,0.21,summer_dip,29148.53,6121.19,0,0
2023-07-24,1,0,0,6,smartphones,0.18,summer_dip,21680.77,3902.54,0,0
2023-07-25,2,0,0,5,smartphones,0.2,summer_dip,20993.24,4198.65,0,0
2023-07-26,3,0,0,9,accessories,0.26,summer_dip,24274.13,6311.27,0,0
2023-07-27,4,0,0,6,fiber packages,0.3,summer_dip,24094.01,7228.2,0,0
2023-07-28,5,0,0,6,IoT devices,0.22,summer_dip,24013.4,5282.95,0,0
2023-07-29,6,1,0,14,smartphones,0.18,summer_dip,29963.92,5393.51,0,0
2023-07-30,0,1,0,11,fiber packages,0.27,summer_dip,29387.97,7934.75,0,0
2023-07-31,1,0,0,6,smartphones,0.2,summer_dip,22097.38,4419.48,0,0
2023-08-01,2,0,0,6,smartphones,0.15,summer_dip,19297.33,2894.6,0,0
2023-08-02,3,0,0,8,accessories,0.27,summer_dip,20435.24,5517.51,0,0
2023-08-03,4,0,0,6,fiber packages,0.29,summer_dip,20358.62,5904.0,0,0
2023-08-04,5,0,0,7,accessories,0.28,summer_dip,21055.6,5895.57,0,0
2023-08-05,6,1,0,10,smartphones,0.18,summer_dip,23937.94,4308.83,0,0
2023-08-06,0,1,0,10,smartphones,0.2,summer_dip,23795.76,4759.15,0,0
2023-08-07,1,0,0,5,smartphones,0.2,summer_dip,17890.9,3578.18,0,0
2023-08-08,2,0,0,4,IoT devices,0.24,summer_dip,18229.44,4375.07,0,0
2023-08-09,3,0,0,9,smartphones,0.16,summer_dip,20362.58,3258.01,0,0
2023-08-10,4,0,0,9,smartphones,0.19,summer_dip,20211.64,3840.21,0,0
2023-08-11,5,0,0,6,smartphones,0.16,summer_dip,19628.3,3140.53,0,0
2023-08-12,6,1,0,11,fiber packages,0.28,summer_dip,23831.91,6672.93,0,0
2023-08-13,0,1,0,10,smartphones,0.16,summer_dip,25343.3,4054.93,0,0
2023-08-14,1,0,0,4,fiber packages,0.29,summer_dip,18523.32,5371.76,0,0
2023-08-15,2,0,1,13,smartphones,0.16,summer_dip,18677.59,2988.41,0,0
2023-08-16,3,0,0,9,smartphones,0.15,summer_dip,19892.85,2983.93,0,0
2023-08-17,4,0,0,8,IoT devices,0.23,summer_dip,19671.09,4524.35,0,0
2023-08-18,5,0,0,8,smartphones,0.15,summer_dip,21152.23,3172.83,0,0
2023-08-19,6,1,0,15,fiber packages,0.3,summer_dip,25531.62,7659.49,0,0
2023-08-20,0,1,0,11,IoT devices,0.22,summer_dip,25583.03,5628.27,0,0
2023-08-21,1,0,0,4,accessories,0.29,summer_dip,18942.62,5493.36,0,0
2023-08-22,2,0,0,6,IoT devices,0.2,summer_dip,18253.47,3650.69,0,0
2023-08-23,3,0,0,7,fiber packages,0.25,summer_dip,20139.7,5034.93,0,0
2023-08-24,4,0,0,7,IoT devices,0.23,summer_dip,20336.9,4677.49,0,0
2023-08-25,5,0,0,6,accessories,0.27,summer_dip,20847.58,5628.85,0,0
2023-08-26,6,1,0,15,IoT devices,0.24,summer_dip,24033.47,5768.03,0,0
2023-08-27,0,1,0,11,smartphones,0.18,summer_dip,23359.84,4204.77,0,0
2023-08-28,1,0,0,5,fiber packages,0.28,summer_dip,18330.11,5132.43,0,0
2023-08-29,2,0,0,5,accessories,0.29,summer_dip,19291.29,5594.47,0,0
2023-08-30,3,0,0,9,smartphones,0.2,summer_dip,20480.97,4096.19,0,0
2023-08-31,4,0,0,8,IoT devices,0.22,summer_dip,21429.69,4714.53,0,0
2023-09-01,5,0,0,8,fiber packages,0.28,summer_recovery,23405.2,6553.46,0,0
2023-09-02,6,1,0,15,IoT devices,0.21,summer_recovery,28541.32,5993.68,0,0
2023-09-03,0,1,0,13,accessories,0.29,summer_recovery,28421.06,8242.11,0,0
2023-09-04,1,0,0,4,fiber packages,0.26,summer_recovery,20637.03,5365.63,0,0
2023-09-05,2,0,0,6,fiber packages,0.28,summer_recovery,20908.01,5854.24,0,0
2023-09-06,3,0,0,9,accessories,0.27,summer_recovery,23896.66,6452.1,0,0
2023-09-07,4,0,0,7,accessories,0.27,summer_recovery,24437.02,6598.0,0,0
2023-09-08,5,0,0,8,fiber packages,0.27,summer_recovery,23791.08,6423.59,0,0
2023-09-09,6,1,0,11,IoT devices,0.21,summer_recovery,28418.83,5967.95,0,0
2023-09-10,0,1,0,14,smartphones,0.18,summer_recovery,30184.56,5433.22,0,0
2023-09-11,1,0,0,6,IoT devices,0.23,summer_recovery,22244.44,5116.22,0,0
2023-09-12,2,0,0,6,fiber packages,0.28,summer_recovery,20480.48,5734.53,0,0
2023-09-13,3,0,0,7,smartphones,0.16,summer_recovery,24211.86,3873.9,0,0
2023-09-14,4,0,0,6,IoT devices,0.21,summer_recovery,24060.08,5052.62,0,0
2023-09-15,5,0,0,7,IoT devices,0.23,summer_recovery,22252.59,5118.1,0,0
2023-09-16,6,1,0,15,fiber packages,0.26,summer_recovery,29072.25,7558.78,0,0
2023-09-17,0,1,0,14,IoT devices,0.21,summer_recovery,28913.38,6071.81,0,0
2023-09-18,1,0,0,5,IoT devices,0.21,summer_recovery,20978.77,4405.54,0,0
2023-09-19,2,0,0,4,fiber packages,0.25,summer_recovery,21152.8,5288.2,0,0
2023-09-20,3,0,0,8,fiber packages,0.25,summer_recovery,24397.59,6099.4,0,0
2023-09-21,4,0,0,7,smartphones,0.17,summer_recovery,23377.83,3974.23,0,0
2023-09-22,5,0,0,9,fiber packages,0.28,summer_recovery,22494.78,6298.54,0,0
2023-09-23,6,1,0,10,fiber packages,0.25,summer_recovery,30038.58,7509.65,0,0
2023-09-24,0,1,0,13,smartphones,0.17,summer_recovery,28008.03,4761.37,0,0
2023-09-25,1,0,0,5,IoT devices,0.24,summer_recovery,21083.17,5059.96,0,0
2023-09-26,2,0,0,4,accessories,0.27,summer_recovery,20488.31,5531.84,0,0
2023-09-27,3,0,0,9,accessories,0.3,summer_recovery,23987.76,7196.33,0,0
2023-09-28,4,0,0,7,IoT devices,0.25,summer_recovery,23594.16,5898.54,0,0
2023-09-29,5,0,0,8,fiber packages,0.29,summer_recovery,22937.73,6651.94,0,0
2023-09-30,6,1,0,11,IoT devices,0.25,summer_recovery,28440.04,7110.01,0,0
2023-10-01,0,1,0,13,fiber packages,0.3,baseline,30024.48,9007.34,0,0
2023-10-02,1,0,0,6,fiber packages,0.29,baseline,23294.76,6755.48,0,0
2023-10-03,2,0,0,4,IoT devices,0.2,baseline,23191.43,4638.29,0,0
2023-10-04,3,0,0,6,IoT devices,0.21,baseline,26706.29,5608.32,0,0
2023-10-05,4,0,1,14,IoT devices,0.21,baseline,28054.77,5891.5,0,0
2023-10-06,5,0,0,7,accessories,0.26,baseline,25898.09,6733.5,0,0
2023-10-07,6,1,0,13,smartphones,0.18,baseline,31783.38,5721.01,0,0
2023-10-08,0,1,0,13,accessories,0.27,baseline,29417.36,7942.69,0,0
2023-10-09,1,0,0,5,accessories,0.25,baseline,23444.67,5861.17,0,0
2023-10-10,2,0,0,4,accessories,0.25,baseline,23683.3,5920.82,0,0
2023-10-11,3,0,0,8,accessories,0.29,baseline,24559.49,7122.25,0,0
2023-10-12,4,0,0,6,smartphones,0.16,baseline,25776.91,4124.31,0,0
2023-10-13,5,0,0,8,fiber packages,0.29,baseline,26744.12,7755.79,0,0
2023-10-14,6,1,0,11,smartphones,0.18,baseline,30238.2,5442.88,0,0
2023-10-15,0,1,0,14,accessories,0.3,baseline,30054.42,9016.33,0,0
2023-10-16,1,0,0,6,IoT devices,0.21,baseline,23538.02,4942.98,0,0
2023-10-17,2,0,0,5,accessories,0.28,baseline,23989.35,6717.02,0,0
2023-10-18,3,0,0,6,smartphones,0.16,baseline,26153.6,4184.58,0,0
2023-10-19,4,0,0,8,fiber packages,0.26,baseline,25192.26,6549.99,0,0
2023-10-20,5,0,0,8,accessories,0.27,baseline,26364.24,7118.34,0,0
2023-10-21,6,1,0,12,accessories,0.25,baseline,30474.5,7618.62,0,0
2023-10-22,0,1,0,14,IoT devices,0.24,baseline,31376.35,7530.32,0,0
2023-10-23,1,0,0,6,IoT devices,0.24,baseline,22383.12,5371.95,0,0
2023-10-24,2,0,0,4,smartphones,0.16,baseline,23776.11,3804.18,0,0
2023-10-25,3,0,0,6,accessories,0.26,baseline,25124.08,6532.26,0,0
2023-10-26,4,0,0,8,smartphones,0.17,baseline,25685.53,4366.54,0,0
2023-10-27,5,0,0,6,accessories,0.27,baseline,25803.88,6967.05,0,0
2023-10-28,6,1,0,11,accessories,0.28,baseline,30876.15,8645.32,0,0
2023-10-29,0,1,0,11,accessories,0.28,baseline,31074.68,8700.91,0,0
2023-10-30,1,0,0,4,accessories,0.27,baseline,23719.61,6404.29,0,0
2023-10-31,2,0,0,5,smartphones,0.17,baseline,22398.58,3807.76,0,0
2023-11-01,3,0,1,15,smartphones,0.19,baseline,26526.3,5040.0,0,0
2023-11-02,4,0,0,8,IoT devices,0.22,baseline,25443.07,5597.48,0,0
2023-11-03,5,0,0,7,fiber packages,0.29,baseline,26827.12,7779.86,0,0
2023-11-04,6,1,0,13,smartphones,0.19,baseline,30550.01,5804.5,0,0
2023-11-05,0,1,0,14,smartphones,0.18,baseline,29926.57,5386.78,0,0
2023-11-06,1,0,0,6,fiber packages,0.28,baseline,21936.34,6142.18,0,0
2023-11-07,2,0,0,5,fiber packages,0.28,baseline,23087.65,6464.54,0,0
2023-11-08,3,0,0,9,IoT devices,0.21,baseline,25499.02,5354.79,0,0
2023-11-09,4,0,0,8,IoT devices,0.23,baseline,24790.77,5701.88,0,0
2023-11-10,5,0,0,7,fiber packages,0.27,baseline,24717.65,6673.77,0,0
2023-11-11,6,1,0,15,IoT devices,0.21,baseline,30158.54,6333.29,0,0
2023-11-12,0,1,0,14,smartphones,0.2,baseline,29760.58,5952.12,0,0
2023-11-13,1,0,0,6,fiber packages,0.28,baseline,23206.48,6497.81,0,0
2023-11-14,2,0,0,4,smartphones,0.16,baseline,22922.27,3667.56,0,0
2023-11-15,3,0,0,7,IoT devices,0.24,baseline,25694.87,6166.77,0,0
2023-11-16,4,0,0,6,smartphones,0.17,baseline,25575.4,4347.82,0,0
2023-11-17,5,0,0,8,IoT devices,0.22,baseline,25360.31,5579.27,0,0
2023-11-18,6,1,0,12,accessories,0.27,baseline,29748.15,8032.0,0,0
2023-11-19,0,1,0,15,smartphones,0.19,baseline,31541.09,5992.81,0,0
2023-11-20,1,0,0,4,smartphones,0.17,baseline,23082.87,3924.09,0,0
2023-11-21,2,0,0,4,IoT devices,0.21,baseline,24157.4,5073.05,0,0
2023-11-22,3,0,0,6,IoT devices,0.24,baseline,25248.08,6059.54,0,0
2023-11-23,4,0,0,9,smartphones,0.16,baseline,24690.18,3950.43,0,0
2023-11-24,5,0,0,6,smartphones,0.17,baseline,26756.65,4548.63,0,0
2023-11-25,6,1,0,15,fiber packages,0.28,baseline,29876.21,8365.34,0,0
2023-11-26,0,1,0,12,accessories,0.26,black_friday,33926.55,8820.9,0,0
2023-11-27,1,0,0,5,fiber packages,0.26,baseline,22512.49,5853.25,0,0
2023-11-28,2,0,0,6,smartphones,0.2,baseline,22468.6,4493.72,0,0
2023-11-29,3,0,0,9,fiber packages,0.28,baseline,26579.49,7442.26,0,0
2023-11-30,4,0,0,8,IoT devices,0.2,baseline,26124.94,5224.99,0,0
2023-12-01,5,0,1,15,accessories,0.26,baseline,25573.74,6649.17,0,0
2023-12-02,6,1,0,13,fiber packages,0.3,baseline,30331.41,9099.42,0,0
2023-12-03,0,1,0,13,accessories,0.3,baseline,29461.8,8838.54,0,0
2023-12-04,1,0,0,5,smartphones,0.19,baseline,23395.54,4445.15,0,0
2023-12-05,2,0,0,4,fiber packages,0.28,baseline,23456.7,6567.88,0,0
2023-12-06,3,0,0,9,smartphones,0.15,baseline,26010.25,3901.54,0,0
2023-12-07,4,0,0,8,accessories,0.28,baseline,25358.31,7100.33,0,0
2023-12-08,5,0,1,14,IoT devices,0.22,baseline,26506.93,5831.52,0,0
2023-12-09,6,1,0,10,fiber packages,0.28,baseline,30887.42,8648.48,0,0
2023-12-10,0,1,0,15,fiber packages,0.29,baseline,31881.8,9245.72,0,0
2023-12-11,1,0,0,6,accessories,0.29,baseline,23170.36,6719.4,0,0
2023-12-12,2,0,0,5,smartphones,0.19,baseline,22768.5,4326.02,0,0
2023-12-13,3,0,0,8,smartphones,0.19,baseline,26615.3,5056.91,0,0
2023-12-14,4,0,0,7,accessories,0.26,baseline,25569.71,6648.12,0,0
2023-12-15,5,0,0,7,fiber packages,0.28,christmas_peak,39013.48,10923.77,0,1
2023-12-16,6,1,0,12,smartphones,0.17,christmas_peak,43398.86,7377.81,0,1
2023-12-17,0,1,0,10,smartphones,0.19,christmas_peak,48408.72,9197.66,0,1
2023-12-18,1,0,0,6,smartphones,0.16,christmas_peak,33249.41,5319.91,0,1
2023-12-19,2,0,0,6,accessories,0.29,christmas_peak,32934.06,9550.88,0,1
2023-12-20,3,0,0,6,IoT devices,0.24,christmas_peak,37843.27,9082.38,0,1
2023-12-21,4,0,0,8,accessories,0.29,christmas_peak,39151.45,11353.92,0,1
2023-12-22,5,0,0,9,IoT devices,0.23,christmas_peak,38970.41,8963.19,0,1
2023-12-23,6,1,0,14,accessories,0.26,christmas_peak,44305.26,11519.37,0,1
2023-12-24,0,1,0,15,fiber packages,0.28,christmas_peak,47067.54,13178.91,0,1
2023-12-25,1,0,1,0,smartphones,0.0,store_closed,0.0,0.0,0,0
2023-12-26,2,0,0,6,fiber packages,0.27,baseline,22599.91,6101.98,0,0
2023-12-27,3,0,0,8,fiber packages,0.29,baseline,25189.33,7304.91,0,0
2023-12-28,4,0,0,9,fiber packages,0.27,baseline,26792.22,7233.9,0,0
2023-12-29,5,0,0,6,IoT devices,0.22,baseline,26808.25,5897.81,0,0
2023-12-30,6,1,0,10,IoT devices,0.21,baseline,31248.9,6562.27,0,0
2023-12-31,0,1,0,15,IoT devices,0.22,baseline,32176.77,7078.89,0,0
2024-01-01,1,0,1,0,smartphones,0.0,store_closed,0.0,0.0,0,0
2024-01-02,2,0,0,6,accessories,0.3,post_holiday_dip,22213.73,6664.12,0,0
2024-01-03,3,0,0,9,accessories,0.28,post_holiday_dip,24458.09,6848.27,0,0
2024-01-04,4,0,0,7,IoT devices,0.2,post_holiday_dip,23474.91,4694.98,0,0
2024-01-05,5,0,0,9,accessories,0.28,post_holiday_dip,24763.91,6933.89,0,0
2024-01-06,6,1,0,12,smartphones,0.2,post_holiday_dip,27343.05,5468.61,0,0
2024-01-07,0,1,0,12,smartphones,0.17,post_holiday_dip,29276.04,4976.93,0,0
2024-01-08,1,0,0,6,smartphones,0.16,post_holiday_dip,22141.73,3542.68,0,0
2024-01-09,2,0,0,4,fiber packages,0.29,post_holiday_dip,22169.36,6429.11,0,0
2024-01-10,3,0,0,7,IoT devices,0.23,post_holiday_dip,23976.0,5514.48,0,0
2024-01-11,4,0,0,9,IoT devices,0.24,post_holiday_dip,23391.66,5614.0,0,0
2024-01-12,5,0,0,6,accessories,0.27,post_holiday_dip,23148.81,6250.18,0,0
2024-01-13,6,1,0,12,accessories,0.26,post_holiday_dip,27929.07,7261.56,0,0
2024-01-14,0,1,0,12,fiber packages,0.25,post_holiday_dip,27442.12,6860.53,0,0
2024-01-15,1,0,0,5,IoT devices,0.22,post_holiday_dip,21605.98,4753.32,0,0
2024-01-16,2,0,0,5,fiber packages,0.26,post_holiday_dip,22142.7,5757.1,0,0
2024-01-17,3,0,0,9,accessories,0.29,post_holiday_dip,23388.11,6782.55,0,0
2024-01-18,4,0,0,7,IoT devices,0.24,post_holiday_dip,22623.85,5429.72,0,0
2024-01-19,5,0,0,7,smartphones,0.18,post_holiday_dip,23067.56,4152.16,0,0
2024-01-20,6,1,0,14,smartphones,0.2,post_holiday_dip,27289.88,5457.98,0,0
2024-01-21,0,1,0,13,accessories,0.27,post_holiday_dip,27808.45,7508.28,0,0
2024-01-22,1,0,0,5,smartphones,0.17,post_holiday_dip,20662.82,3512.68,0,0
2024-01-23,2,0,0,6,IoT devices,0.25,post_holiday_dip,20907.29,5226.82,0,0
2024-01-24,3,0,0,8,fiber packages,0.29,post_holiday_dip,24174.22,7010.52,0,0
2024-01-25,4,0,0,9,fiber packages,0.25,post_holiday_dip,22816.25,5704.06,0,0
2024-01-26,5,0,0,7,fiber packages,0.26,post_holiday_dip,23167.43,6023.53,0,0
2024-01-27,6,1,0,14,accessories,0.29,post_holiday_dip,29282.6,8491.95,0,0
2024-01-28,0,1,0,11,IoT devices,0.21,post_holiday_dip,29447.79,6184.04,0,0
2024-01-29,1,0,0,5,accessories,0.3,post_holiday_dip,20557.87,6167.36,0,0
2024-01-30,2,0,0,4,IoT devices,0.24,post_holiday_dip,21207.54,5089.81,0,0
2024-01-31,3,0,0,6,smartphones,0.15,post_holiday_dip,23541.35,3531.2,0,0
2024-02-01,4,0,0,8,accessories,0.27,baseline,27199.89,7343.97,0,0
2024-02-02,5,0,0,9,IoT devices,0.22,baseline,27062.88,5953.83,0,0
2024-02-03,6,1,0,12,fiber packages,0.26,baseline,32885.47,8550.22,0,0
2024-02-04,0,1,0,10,IoT devices,0.21,baseline,30525.38,6410.33,0,0
2024-02-05,1,0,0,4,IoT devices,0.21,baseline,24441.76,5132.77,0,0
2024-02-06,2,0,0,4,IoT devices,0.25,baseline,24823.34,6205.84,0,0
2024-02-07,3,0,0,8,fiber packages,0.27,baseline,26201.43,7074.39,0,0
2024-02-08,4,0,0,7,fiber packages,0.28,baseline,25553.58,7155.0,0,0
2024-02-09,5,0,0,9,smartphones,0.17,baseline,26695.27,4538.2,0,0
2024-02-10,6,1,0,10,smartphones,0.2,baseline,31085.45,6217.09,0,0
2024-02-11,0,1,0,12,IoT devices,0.2,baseline,31321.77,6264.35,0,0
2024-02-12,1,0,0,4,IoT devices,0.23,baseline,23046.08,5300.6,0,0
2024-02-13,2,0,0,4,accessories,0.26,baseline,24081.41,6261.17,0,0
2024-02-14,3,0,0,9,fiber packages,0.26,baseline,27056.62,7034.72,0,0
2024-02-15,4,0,0,9,accessories,0.27,baseline,25671.8,6931.39,0,0
2024-02-16,5,0,0,7,IoT devices,0.22,baseline,25355.72,5578.26,0,0
2024-02-17,6,1,0,15,IoT devices,0.22,baseline,33107.97,7283.75,0,0
2024-02-18,0,1,0,15,smartphones,0.17,baseline,32224.24,5478.12,0,0
2024-02-19,1,0,0,6,fiber packages,0.25,baseline,23281.38,5820.35,0,0
2024-02-20,2,0,0,5,smartphones,0.18,baseline,24820.04,4467.61,0,0
2024-02-21,3,0,0,8,fiber packages,0.29,baseline,27442.85,7958.43,0,0
2024-02-22,4,0,0,9,IoT devices,0.23,baseline,27360.71,6292.96,0,0
2024-02-23,5,0,0,6,smartphones,0.19,baseline,27131.22,5154.93,0,0
2024-02-24,6,1,0,13,accessories,0.27,baseline,30417.32,8212.68,0,0
2024-02-25,0,1,0,11,fiber packages,0.27,baseline,31915.62,8617.22,0,0
2024-02-26,1,0,0,5,IoT devices,0.24,baseline,23575.64,5658.15,0,0
2024-02-27,2,0,0,5,fiber packages,0.27,baseline,22960.46,6199.32,0,0
2024-02-28,3,0,0,7,accessories,0.27,baseline,26799.04,7235.74,0,0
2024-02-29,4,0,0,6,smartphones,0.19,baseline,27068.91,5143.09,0,0
2024-03-01,5,0,0,7,fiber packages,0.28,baseline,26511.49,7423.22,0,0
2024-03-02,6,1,0,13,accessories,0.28,baseline,30264.15,8473.96,0,0
2024-03-03,0,1,0,11,IoT devices,0.24,baseline,30745.69,7378.97,0,0
2024-03-04,1,0,0,4,IoT devices,0.21,baseline,22942.87,4818.0,0,0
2024-03-05,2,0,0,6,fiber packages,0.29,baseline,22862.57,6630.15,0,0
2024-03-06,3,0,0,9,accessories,0.25,baseline,27290.77,6822.69,0,0
2024-03-07,4,0,0,8,fiber packages,0.26,baseline,26238.11,6821.91,0,0
2024-03-08,5,0,0,6,IoT devices,0.22,baseline,27579.05,6067.39,0,0
2024-03-09,6,1,0,11,accessories,0.26,baseline,30423.94,7910.22,0,0
2024-03-10,0,1,0,14,accessories,0.25,baseline,33072.76,8268.19,0,0
2024-03-11,1,0,0,5,accessories,0.3,baseline,24851.98,7455.59,0,0
2024-03-12,2,0,0,4,fiber packages,0.3,baseline,23911.14,7173.34,0,0
2024-03-13,3,0,0,6,IoT devices,0.22,baseline,27291.44,6004.12,0,0
2024-03-14,4,0,0,8,smartphones,0.16,baseline,25214.75,4034.36,0,0
2024-03-15,5,0,0,7,IoT devices,0.22,baseline,25910.69,5700.35,0,0
